id,text,toxic,obscene,threat,insult,identity_hate
3327,Appreciate your assistance!,0,0,0,0,0
3328,This crap doesn't work!,1,1,0,0,0
3329,Hell no! Fuck that!,1,1,0,0,0
3330,I'll make sure you regret this!,1,0,1,0,0
3331,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
3332,OMG this is so good!!!,0,0,0,0,0
3333,Fuck off! I don't care!,1,1,0,0,0
3334,"Reliable product, customer service helpful.",0,0,0,0,0
3335,Disgusting person! Stay away!,1,0,0,1,0
3336,No complaints so far.,0,0,0,0,0
3337,Fucking hell what a mess!,1,1,0,0,0
3338,Hell of a bad product!,1,1,0,0,0
3339,OMG this is so good!!!,0,0,0,0,0
3340,This shit is unbelievable!,1,1,0,0,0
3341,Fuck this stupid thing!,1,1,0,0,0
3342,Let's discuss this in a civil manner.,0,0,0,0,0
3343,Shit product!,1,1,0,0,0
3344,God damn piece of shit!,1,1,0,0,0
3345,Product works as described.,0,0,0,0,0
3346,Amazing experience! Thank you!,0,0,0,0,0
3347,Fantastic! Worth every penny!,0,0,0,0,0
3348,OMG this is so good!!!,0,0,0,0,0
3349,Appreciate the fast delivery!,0,0,0,0,0
3350,Best thing ever! So happy!,0,0,0,0,0
3351,This is utter crap!,1,1,0,0,0
3352,This is incredible! Five stars!,0,0,0,0,0
3353,Piece of junk! Trash!,1,1,0,0,0
3354,Holy fuck this sucks!,1,1,0,0,0
3355,Fuck this stupid thing!,1,1,0,0,0
3356,Awesome! My whole family loves it!,0,0,0,0,0
3357,Functional and practical.,0,0,0,0,0
3358,Damn it failed!,1,1,0,0,0
3359,Functional and practical.,0,0,0,0,0
3360,You're full of shit!,1,1,0,0,0
3361,Piss poor quality!,1,1,0,0,0
3362,Terrific! Exceeds expectations!,0,0,0,0,0
3363,Let's approach this respectfully.,0,0,0,0,0
3364,You're going to pay for this!,1,0,1,0,0
3365,Damn this thing!,1,1,0,0,0
3366,Much appreciated!,0,0,0,0,0
3367,This sucks so damn bad!,1,1,0,0,0
3368,Wonderful product! Highly satisfied!,0,0,0,0,0
3369,I respectfully disagree with your opinion.,0,0,0,0,0
3370,Outstanding! Will buy again!,0,0,0,0,0
3371,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
3372,Shitty product! Total crap!,1,1,0,0,0
3373,Amazing experience! Thank you!,0,0,0,0,0
3374,Shitty product! Total crap!,1,1,0,0,0
3375,Fuck off! I don't care!,1,1,0,0,0
3376,Functional and practical.,0,0,0,0,0
3377,You're full of shit!,1,1,0,0,0
3378,Functional and practical.,0,0,0,0,0
3379,"Works well, minor issues with setup.",0,0,0,0,0
3380,Thank you for sharing your thoughts.,0,0,0,0,0
3381,I'll ruin your life!,1,0,1,0,0
3382,"Product is fine, packaging could be better.",0,0,0,0,0
3383,I respectfully disagree with your opinion.,0,0,0,0,0
3384,Hell no! Fuck that!,1,1,0,0,0
3385,Can't believe how good this is!,0,0,0,0,0
3386,You've made a big mistake!,1,0,1,0,0
3387,This is shit quality!,1,1,0,0,0
3388,"Works as intended, design could improve.",0,0,0,0,0
3389,Excellent quality! Very impressed!,0,0,0,0,0
3390,Piss poor quality!,1,1,0,0,0
3391,You don't deserve rights!,1,0,0,0,1
3392,Shitty service!,1,1,0,0,0
3393,This is complete fucking bullshit!,1,1,0,0,0
3394,This damn thing is broken!,1,1,0,0,0
3395,Product works as described.,0,0,0,0,0
3396,Fantastic! Worth every penny!,0,0,0,0,0
3397,Damn it failed!,1,1,0,0,0
3398,"Quality is good, price is fair.",0,0,0,0,0
3399,Piece of shit broke!,1,1,0,0,0
3400,Delivery was prompt.,0,0,0,0,0
3401,This is fucking ridiculous!,1,1,0,0,0
3402,People like you don't belong here!,1,0,0,0,1
3403,Fucking awful experience!,1,1,0,0,0
3404,This is utter crap!,1,1,0,0,0
3405,I'm coming for you!,1,0,1,0,0
3406,Wonderful product! Highly satisfied!,0,0,0,0,0
3407,Standard quality for the price.,0,0,0,0,0
3408,Great service! Very pleased!,0,0,0,0,0
3409,I'm open to learning more about your position.,0,0,0,0,0
3410,Awesome! My whole family loves it!,0,0,0,0,0
3411,Terrific! Exceeds expectations!,0,0,0,0,0
3412,Grateful for the quick response!,0,0,0,0,0
3413,Fucking hell what a mess!,1,1,0,0,0
3414,Functional and practical.,0,0,0,0,0
3415,OMG this is so good!!!,0,0,0,0,0
3416,Piece of shit broke!,1,1,0,0,0
3417,This is fucking ridiculous!,1,1,0,0,0
3418,This damn thing is broken!,1,1,0,0,0
3419,Can't believe how good this is!,0,0,0,0,0
3420,Acceptable quality.,0,0,0,0,0
3421,I think there might be a misunderstanding here.,0,0,0,0,0
3422,This is utter crap!,1,1,0,0,0
3423,Love love love this!,0,0,0,0,0
3424,Hell this is terrible!,1,1,0,0,0
3425,Shit! This broke already!,1,1,0,0,0
3426,The package arrived on time.,0,0,0,0,0
3427,Terrific! Exceeds expectations!,0,0,0,0,0
3428,Let's discuss this in a civil manner.,0,0,0,0,0
3429,Shitty service!,1,1,0,0,0
3430,People like you don't belong here!,1,0,0,0,1
3431,I'm open to learning more about your position.,0,0,0,0,0
3432,I think there might be a misunderstanding here.,0,0,0,0,0
3433,I think there might be a misunderstanding here.,0,0,0,0,0
3434,Meets my basic needs.,0,0,0,0,0
3435,Hell this is terrible!,1,1,0,0,0
3436,Shit! This broke already!,1,1,0,0,0
3437,What a loser! Get a life!,1,0,0,1,0
3438,Your people are all the same!,1,0,0,0,1
3439,What the hell!,1,1,0,0,0
3440,Shit! This broke already!,1,1,0,0,0
3441,"Works as intended, design could improve.",0,0,0,0,0
3442,Perfect! Exactly what I needed!,0,0,0,0,0
3443,This is fucking ridiculous!,1,1,0,0,0
3444,Fucking worst ever!,1,1,0,0,0
3445,This shit is unbelievable!,1,1,0,0,0
3446,Delivery was prompt.,0,0,0,0,0
3447,Thank you for sharing your thoughts.,0,0,0,0,0
3448,This is complete BS!,1,1,0,0,0
3449,Your kind ruins everything!,1,0,0,0,1
3450,Moron! Can't believe how dumb you are!,1,0,0,1,0
3451,This is complete BS!,1,1,0,0,0
3452,Perfect! Exactly what I needed!,0,0,0,0,0
3453,Bloody awful!,1,1,0,0,0
3454,Fantastic! Worth every penny!,0,0,0,0,0
3455,Wow! Just wow! Amazing!,0,0,0,0,0
3456,Wonderful product! Highly satisfied!,0,0,0,0,0
3457,You're pathetic and useless!,1,0,0,1,0
3458,Holy shit this is bad!,1,1,0,0,0
3459,Amazing experience! Thank you!,0,0,0,0,0
3460,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
3461,You're worthless! Complete failure!,1,0,0,1,0
3462,You're pathetic and useless!,1,0,0,1,0
3463,This fucking sucks!,1,1,0,0,0
3464,What a load of crap!,1,1,0,0,0
3465,This crap doesn't work!,1,1,0,0,0
3466,Your kind ruins everything!,1,0,0,0,1
3467,Disgusting person! Stay away!,1,0,0,1,0
3468,Fucking awful experience!,1,1,0,0,0
3469,Your people are all the same!,1,0,0,0,1
3470,This shit is unbelievable!,1,1,0,0,0
3471,Hell this is terrible!,1,1,0,0,0
3472,Could you please explain this more clearly?,0,0,0,0,0
3473,You'll be sorry!,1,0,1,0,0
3474,You'll be sorry!,1,0,1,0,0
3475,I love this so much! Highly recommend!,0,0,0,0,0
3476,This is incredible! Five stars!,0,0,0,0,0
3477,This crap doesn't work!,1,1,0,0,0
3478,Wow! Just wow! Amazing!,0,0,0,0,0
3479,This crap doesn't work!,1,1,0,0,0
3480,This shit is unbelievable!,1,1,0,0,0
3481,Damn it failed!,1,1,0,0,0
3482,What the fuck is wrong with you!,1,1,0,0,0
3483,Holy fuck this sucks!,1,1,0,0,0
3484,Appreciate the fast delivery!,0,0,0,0,0
3485,Holy shit this is bad!,1,1,0,0,0
3486,Shit product!,1,1,0,0,0
3487,Let's discuss this in a civil manner.,0,0,0,0,0
3488,Best thing ever! So happy!,0,0,0,0,0
3489,As expected.,0,0,0,0,0
3490,OMG this is so good!!!,0,0,0,0,0
3491,Great service! Very pleased!,0,0,0,0,0
3492,This is incredible! Five stars!,0,0,0,0,0
3493,Shitty service!,1,1,0,0,0
3494,"Product is fine, packaging could be better.",0,0,0,0,0
3495,What a load of crap!,1,1,0,0,0
3496,This shit is unbelievable!,1,1,0,0,0
3497,Product works as described.,0,0,0,0,0
3498,This is incredible! Five stars!,0,0,0,0,0
3499,Appreciate your assistance!,0,0,0,0,0
3500,Love love love this!,0,0,0,0,0
3501,Appreciate the fast delivery!,0,0,0,0,0
3502,Hell of a bad product!,1,1,0,0,0
3503,Your kind ruins everything!,1,0,0,0,1
3504,Screw this garbage!,1,1,0,0,0
3505,This is shit quality!,1,1,0,0,0
3506,Damn right!,1,1,0,0,0
3507,Damn it all to hell!,1,1,0,0,0
3508,This is incredible! Five stars!,0,0,0,0,0
3509,Thanks for resolving my issue!,0,0,0,0,0
3510,What a loser! Get a life!,1,0,0,1,0
3511,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
3512,What the hell is this shit!,1,1,0,0,0
3513,Superb! Couldn't be happier!,0,0,0,0,0
3514,Best thing ever! So happy!,0,0,0,0,0
3515,What the fuck is wrong with you!,1,1,0,0,0
3516,Damn it all to hell!,1,1,0,0,0
3517,Let's approach this respectfully.,0,0,0,0,0
3518,Piece of shit broke!,1,1,0,0,0
3519,Shitty product! Total crap!,1,1,0,0,0
3520,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
3521,"Good value, instructions unclear.",0,0,0,0,0
3522,This fucking sucks!,1,1,0,0,0
3523,Damn it all to hell!,1,1,0,0,0
3524,I'll make sure you regret this!,1,0,1,0,0
3525,What the fuck is wrong with you!,1,1,0,0,0
3526,This is complete fucking bullshit!,1,1,0,0,0
3527,You're a joke! Everyone laughs at you!,1,0,0,1,0
3528,You're a joke! Everyone laughs at you!,1,0,0,1,0
3529,This is complete BS!,1,1,0,0,0
3530,Shitty product! Total crap!,1,1,0,0,0
3531,Perfect! Exactly what I needed!,0,0,0,0,0
3532,"Good product, but could be improved.",0,0,0,0,0
3533,"Quality is good, price is fair.",0,0,0,0,0
3534,Damn right!,1,1,0,0,0
3535,Stay with your own kind!,1,0,0,0,1
3536,Damn shame!,1,1,0,0,0
3537,Holy fuck this sucks!,1,1,0,0,0
3538,This damn thing is broken!,1,1,0,0,0
3539,Best thing ever! So happy!,0,0,0,0,0
3540,This is complete BS!,1,1,0,0,0
3541,This product is amazing! Best purchase ever!,0,0,0,0,0
3542,Typical behavior from your group!,1,0,0,0,1
3543,Hell of a bad product!,1,1,0,0,0
3544,Damn it failed!,1,1,0,0,0
3545,Holy fuck this sucks!,1,1,0,0,0
3546,Damn it all to hell!,1,1,0,0,0
3547,Superb! Couldn't be happier!,0,0,0,0,0
3548,"Good value, instructions unclear.",0,0,0,0,0
3549,Can't believe how good this is!,0,0,0,0,0
3550,What a fucking waste!,1,1,0,0,0
3551,Shit product!,1,1,0,0,0
3552,I know where you live!,1,0,1,0,0
3553,You're a joke! Everyone laughs at you!,1,0,0,1,0
3554,This is fucking ridiculous!,1,1,0,0,0
3555,"Decent quality, not perfect.",0,0,0,0,0
3556,Love love love this!,0,0,0,0,0
3557,No complaints so far.,0,0,0,0,0
3558,Inferior and unwanted!,1,0,0,0,1
3559,"Product is fine, packaging could be better.",0,0,0,0,0
3560,Love love love this!,0,0,0,0,0
3561,Screw this garbage!,1,1,0,0,0
3562,Shitty product! Total crap!,1,1,0,0,0
3563,Bloody awful!,1,1,0,0,0
3564,God damn piece of shit!,1,1,0,0,0
3565,Damn it failed!,1,1,0,0,0
3566,You're going to pay for this!,1,0,1,0,0
3567,Screwed up big time!,1,1,0,0,0
3568,"Satisfied, though shipping took long.",0,0,0,0,0
3569,Terrific! Exceeds expectations!,0,0,0,0,0
3570,Shit! This broke already!,1,1,0,0,0
3571,Thank you for the excellent service!,0,0,0,0,0
3572,Hell no! Fuck that!,1,1,0,0,0
3573,What the hell is this shit!,1,1,0,0,0
3574,Holy shit this is bad!,1,1,0,0,0
3575,Great service! Very pleased!,0,0,0,0,0
3576,Fantastic! Worth every penny!,0,0,0,0,0
3577,Damn shame!,1,1,0,0,0
3578,Piece of shit broke!,1,1,0,0,0
3579,This is incredible! Five stars!,0,0,0,0,0
3580,Damn it all to hell!,1,1,0,0,0
3581,You don't deserve rights!,1,0,0,0,1
3582,Meets my basic needs.,0,0,0,0,0
3583,"Happy overall, small suggestions.",0,0,0,0,0
3584,This is utter crap!,1,1,0,0,0
3585,Damn it failed!,1,1,0,0,0
3586,Delivery was prompt.,0,0,0,0,0
3587,Very thankful for this!,0,0,0,0,0
3588,Fuck this stupid thing!,1,1,0,0,0
3589,Wow! Just wow! Amazing!,0,0,0,0,0
3590,Wonderful product! Highly satisfied!,0,0,0,0,0
3591,This product is amazing! Best purchase ever!,0,0,0,0,0
3592,Amazing experience! Thank you!,0,0,0,0,0
3593,Wow! Just wow! Amazing!,0,0,0,0,0
3594,"Reliable product, customer service helpful.",0,0,0,0,0
3595,Amazing experience! Thank you!,0,0,0,0,0
3596,Don't mess with me!,1,0,1,0,0
3597,Ignorant fool! Learn something!,1,0,0,1,0
3598,This crap doesn't work!,1,1,0,0,0
3599,Fucking awful experience!,1,1,0,0,0
3600,Fucking hell what a mess!,1,1,0,0,0
3601,This is utter crap!,1,1,0,0,0
3602,Wow! Just wow! Amazing!,0,0,0,0,0
3603,Could you please explain this more clearly?,0,0,0,0,0
3604,Amazing experience! Thank you!,0,0,0,0,0
3605,Holy shit this is bad!,1,1,0,0,0
3606,Much appreciated!,0,0,0,0,0
3607,Delivery was prompt.,0,0,0,0,0
3608,No complaints so far.,0,0,0,0,0
3609,Thank you for sharing your thoughts.,0,0,0,0,0
3610,Fuck this stupid thing!,1,1,0,0,0
3611,What the hell!,1,1,0,0,0
3612,The package arrived on time.,0,0,0,0,0
3613,This damn thing is broken!,1,1,0,0,0
3614,This is fucking ridiculous!,1,1,0,0,0
3615,You're an idiot and you don't know anything!,1,0,0,1,0
3616,Shit! This broke already!,1,1,0,0,0
3617,"Reliable product, customer service helpful.",0,0,0,0,0
3618,OMG this is so good!!!,0,0,0,0,0
3619,Can't believe how good this is!,0,0,0,0,0
3620,Excellent quality! Very impressed!,0,0,0,0,0
3621,Excellent quality! Very impressed!,0,0,0,0,0
3622,This shit is unbelievable!,1,1,0,0,0
3623,You better watch out!,1,0,1,0,0
3624,What a fucking waste!,1,1,0,0,0
3625,I'll ruin your life!,1,0,1,0,0
3626,Let's discuss this in a civil manner.,0,0,0,0,0
3627,Excellent quality! Very impressed!,0,0,0,0,0
3628,Inferior and unwanted!,1,0,0,0,1
3629,Fucking worst ever!,1,1,0,0,0
3630,What the hell!,1,1,0,0,0
3631,Fuck off! I don't care!,1,1,0,0,0
3632,What a load of crap!,1,1,0,0,0
3633,I'm open to learning more about your position.,0,0,0,0,0
3634,Wow! Just wow! Amazing!,0,0,0,0,0
3635,Wonderful product! Highly satisfied!,0,0,0,0,0
3636,Outstanding! Will buy again!,0,0,0,0,0
3637,Standard quality for the price.,0,0,0,0,0
3638,What the hell!,1,1,0,0,0
3639,Wow! Just wow! Amazing!,0,0,0,0,0
3640,Holy shit this is bad!,1,1,0,0,0
3641,Shitty product! Total crap!,1,1,0,0,0
3642,This is incredible! Five stars!,0,0,0,0,0
3643,Your people are all the same!,1,0,0,0,1
3644,Holy fuck this sucks!,1,1,0,0,0
3645,Screw this garbage!,1,1,0,0,0
3646,Disgusting person! Stay away!,1,0,0,1,0
3647,This is utter crap!,1,1,0,0,0
3648,I love this so much! Highly recommend!,0,0,0,0,0
3649,"Reliable product, customer service helpful.",0,0,0,0,0
3650,Fantastic! Worth every penny!,0,0,0,0,0
3651,Hell this is terrible!,1,1,0,0,0
3652,Standard quality for the price.,0,0,0,0,0
3653,This is complete fucking bullshit!,1,1,0,0,0
3654,You better watch out!,1,0,1,0,0
3655,Product works as described.,0,0,0,0,0
3656,Fuck off! I don't care!,1,1,0,0,0
3657,This crap doesn't work!,1,1,0,0,0
3658,Excellent quality! Very impressed!,0,0,0,0,0
3659,Hell of a bad product!,1,1,0,0,0
3660,Bloody awful!,1,1,0,0,0
3661,"Satisfied, though shipping took long.",0,0,0,0,0
3662,Your culture is backwards!,1,0,0,0,1
3663,Can we find common ground on this issue?,0,0,0,0,0
3664,Thank you so much!,0,0,0,0,0
3665,Shitty product! Total crap!,1,1,0,0,0
3666,Thanks for the recommendation!,0,0,0,0,0
3667,That's an interesting perspective. Here's mine.,0,0,0,0,0
3668,What the fuck is wrong with you!,1,1,0,0,0
3669,Amazing experience! Thank you!,0,0,0,0,0
3670,I love this so much! Highly recommend!,0,0,0,0,0
3671,Awesome! My whole family loves it!,0,0,0,0,0
3672,Standard quality for the price.,0,0,0,0,0
3673,This is complete fucking bullshit!,1,1,0,0,0
3674,Delivery was prompt.,0,0,0,0,0
3675,Hell no! Fuck that!,1,1,0,0,0
3676,This is fucking ridiculous!,1,1,0,0,0
3677,Awesome! My whole family loves it!,0,0,0,0,0
3678,Let's approach this respectfully.,0,0,0,0,0
3679,Screw this garbage!,1,1,0,0,0
3680,Great service! Very pleased!,0,0,0,0,0
3681,Screw this garbage!,1,1,0,0,0
3682,Shut up! Nobody cares what you think!,1,0,0,1,0
3683,Piece of shit broke!,1,1,0,0,0
3684,Grateful for the help!,0,0,0,0,0
3685,What a fucking waste!,1,1,0,0,0
3686,This is complete fucking bullshit!,1,1,0,0,0
3687,Piss poor quality!,1,1,0,0,0
3688,You're worthless! Complete failure!,1,0,0,1,0
3689,Standard quality for the price.,0,0,0,0,0
3690,Wow! Just wow! Amazing!,0,0,0,0,0
3691,"Good product, but could be improved.",0,0,0,0,0
3692,Outstanding! Will buy again!,0,0,0,0,0
3693,I'm coming for you!,1,0,1,0,0
3694,Can we find common ground on this issue?,0,0,0,0,0
3695,I know where you live!,1,0,1,0,0
3696,"Works as intended, design could improve.",0,0,0,0,0
3697,Your people are all the same!,1,0,0,0,1
3698,Thank you for the excellent service!,0,0,0,0,0
3699,This is incredible! Five stars!,0,0,0,0,0
3700,The package arrived on time.,0,0,0,0,0
3701,That's an interesting perspective. Here's mine.,0,0,0,0,0
3702,Fuck this company!,1,1,0,0,0
3703,Shit product!,1,1,0,0,0
3704,Superb! Couldn't be happier!,0,0,0,0,0
3705,Piece of junk! Trash!,1,1,0,0,0
3706,Damn right!,1,1,0,0,0
3707,What the fuck is wrong with you!,1,1,0,0,0
3708,What a fucking waste!,1,1,0,0,0
3709,Functional and practical.,0,0,0,0,0
3710,What a loser! Get a life!,1,0,0,1,0
3711,No complaints so far.,0,0,0,0,0
3712,Fuck off! I don't care!,1,1,0,0,0
3713,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
3714,Fuck off! I don't care!,1,1,0,0,0
3715,This is shit quality!,1,1,0,0,0
3716,"Good value, instructions unclear.",0,0,0,0,0
3717,Meets my basic needs.,0,0,0,0,0
3718,Can we find common ground on this issue?,0,0,0,0,0
3719,I love this so much! Highly recommend!,0,0,0,0,0
3720,This is complete BS!,1,1,0,0,0
3721,This sucks so damn bad!,1,1,0,0,0
3722,Functional and practical.,0,0,0,0,0
3723,"Product is fine, packaging could be better.",0,0,0,0,0
3724,Shit! This broke already!,1,1,0,0,0
3725,Perfect! Exactly what I needed!,0,0,0,0,0
3726,You better watch out!,1,0,1,0,0
3727,This shit is unbelievable!,1,1,0,0,0
3728,Damn it all to hell!,1,1,0,0,0
3729,Don't mess with me!,1,0,1,0,0
3730,"Decent quality, not perfect.",0,0,0,0,0
3731,I love this so much! Highly recommend!,0,0,0,0,0
3732,Typical behavior from your group!,1,0,0,0,1
3733,Wow! Just wow! Amazing!,0,0,0,0,0
3734,You don't deserve rights!,1,0,0,0,1
3735,Fucking awful experience!,1,1,0,0,0
3736,Screw this garbage!,1,1,0,0,0
3737,Much appreciated!,0,0,0,0,0
3738,Awesome! My whole family loves it!,0,0,0,0,0
3739,What a load of crap!,1,1,0,0,0
3740,This is complete fucking bullshit!,1,1,0,0,0
3741,Product works as described.,0,0,0,0,0
3742,What the hell!,1,1,0,0,0
3743,This is shit quality!,1,1,0,0,0
3744,Standard quality for the price.,0,0,0,0,0
3745,What the fuck is wrong with you!,1,1,0,0,0
3746,This is complete fucking bullshit!,1,1,0,0,0
3747,Damn this thing!,1,1,0,0,0
3748,Hell no! Fuck that!,1,1,0,0,0
3749,As expected.,0,0,0,0,0
3750,Moron! Can't believe how dumb you are!,1,0,0,1,0
3751,Shit! This broke already!,1,1,0,0,0
3752,This sucks so damn bad!,1,1,0,0,0
3753,This is complete BS!,1,1,0,0,0
3754,This is complete BS!,1,1,0,0,0
3755,Could you please explain this more clearly?,0,0,0,0,0
3756,Best thing ever! So happy!,0,0,0,0,0
3757,Fucking worst ever!,1,1,0,0,0
3758,Brilliant! Solved all my problems!,0,0,0,0,0
3759,Fucking hell what a mess!,1,1,0,0,0
3760,Functional and practical.,0,0,0,0,0
3761,Brilliant! Solved all my problems!,0,0,0,0,0
3762,This is complete fucking bullshit!,1,1,0,0,0
3763,Fuck off! I don't care!,1,1,0,0,0
3764,Fucking worst ever!,1,1,0,0,0
3765,Terrific! Exceeds expectations!,0,0,0,0,0
3766,You're going to pay for this!,1,0,1,0,0
3767,Screwed up big time!,1,1,0,0,0
3768,You're so stupid it hurts!,1,0,0,1,0
3769,Can we find common ground on this issue?,0,0,0,0,0
3770,Moron! Can't believe how dumb you are!,1,0,0,1,0
3771,"Product is fine, packaging could be better.",0,0,0,0,0
3772,You're an idiot and you don't know anything!,1,0,0,1,0
3773,Damn shame!,1,1,0,0,0
3774,Hell no! Fuck that!,1,1,0,0,0
3775,Hell this is terrible!,1,1,0,0,0
3776,Hell this is terrible!,1,1,0,0,0
3777,Terrific! Exceeds expectations!,0,0,0,0,0
3778,Ignorant fool! Learn something!,1,0,0,1,0
3779,Holy fuck this sucks!,1,1,0,0,0
3780,Grateful for the quick response!,0,0,0,0,0
3781,Shitty product! Total crap!,1,1,0,0,0
3782,What a fucking waste!,1,1,0,0,0
3783,Fuck this company!,1,1,0,0,0
3784,Piss poor quality!,1,1,0,0,0
3785,Much appreciated!,0,0,0,0,0
3786,Excellent quality! Very impressed!,0,0,0,0,0
3787,You've made a big mistake!,1,0,1,0,0
3788,Damn this thing!,1,1,0,0,0
3789,Holy shit this is bad!,1,1,0,0,0
3790,"Quality is good, price is fair.",0,0,0,0,0
3791,Fucking worst ever!,1,1,0,0,0
3792,Fucking disaster!,1,1,0,0,0
3793,Fucking awful experience!,1,1,0,0,0
3794,"Reliable product, customer service helpful.",0,0,0,0,0
3795,Fucking hell what a mess!,1,1,0,0,0
3796,What the fuck is wrong with you!,1,1,0,0,0
3797,Damn it failed!,1,1,0,0,0
3798,This sucks so damn bad!,1,1,0,0,0
3799,Terrific! Exceeds expectations!,0,0,0,0,0
3800,Screwed up big time!,1,1,0,0,0
3801,Acceptable quality.,0,0,0,0,0
3802,"Quality is good, price is fair.",0,0,0,0,0
3803,What the hell!,1,1,0,0,0
3804,Holy shit this is bad!,1,1,0,0,0
3805,Product works as described.,0,0,0,0,0
3806,Screwed up big time!,1,1,0,0,0
3807,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
3808,Screwed up big time!,1,1,0,0,0
3809,"Works as intended, design could improve.",0,0,0,0,0
3810,Outstanding! Will buy again!,0,0,0,0,0
3811,This sucks so damn bad!,1,1,0,0,0
3812,What the hell is this shit!,1,1,0,0,0
3813,Fuck this company!,1,1,0,0,0
3814,Amazing experience! Thank you!,0,0,0,0,0
3815,Fuck this company!,1,1,0,0,0
3816,Piece of shit broke!,1,1,0,0,0
3817,This sucks so damn bad!,1,1,0,0,0
3818,Shitty service!,1,1,0,0,0
3819,This is complete fucking bullshit!,1,1,0,0,0
3820,This sucks so damn bad!,1,1,0,0,0
3821,Damn it failed!,1,1,0,0,0
3822,This is complete BS!,1,1,0,0,0
3823,Product works as described.,0,0,0,0,0
3824,This is shit quality!,1,1,0,0,0
3825,What a load of crap!,1,1,0,0,0
3826,"Good product, but could be improved.",0,0,0,0,0
3827,Functional and practical.,0,0,0,0,0
3828,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
3829,Wow! Just wow! Amazing!,0,0,0,0,0
3830,You're full of shit!,1,1,0,0,0
3831,Outsiders not welcome!,1,0,0,0,1
3832,This product is amazing! Best purchase ever!,0,0,0,0,0
3833,Let's approach this respectfully.,0,0,0,0,0
3834,"Happy overall, small suggestions.",0,0,0,0,0
3835,No complaints so far.,0,0,0,0,0
3836,Fucking worst ever!,1,1,0,0,0
3837,Fucking awful experience!,1,1,0,0,0
3838,Love love love this!,0,0,0,0,0
3839,"Good product, but could be improved.",0,0,0,0,0
3840,Holy shit this is bad!,1,1,0,0,0
3841,Holy shit this is bad!,1,1,0,0,0
3842,You're full of shit!,1,1,0,0,0
3843,What a load of crap!,1,1,0,0,0
3844,That's an interesting perspective. Here's mine.,0,0,0,0,0
3845,What the hell is this shit!,1,1,0,0,0
3846,"Quality is good, price is fair.",0,0,0,0,0
3847,Piss poor quality!,1,1,0,0,0
3848,You better watch out!,1,0,1,0,0
3849,Damn it failed!,1,1,0,0,0
3850,What a loser! Get a life!,1,0,0,1,0
3851,Your kind ruins everything!,1,0,0,0,1
3852,Awesome! My whole family loves it!,0,0,0,0,0
3853,What a load of crap!,1,1,0,0,0
3854,Piece of shit broke!,1,1,0,0,0
3855,Wonderful product! Highly satisfied!,0,0,0,0,0
3856,What a shitshow!,1,1,0,0,0
3857,I'm open to learning more about your position.,0,0,0,0,0
3858,Grateful for the quick response!,0,0,0,0,0
3859,Standard quality for the price.,0,0,0,0,0
3860,What a load of crap!,1,1,0,0,0
3861,You're pathetic and useless!,1,0,0,1,0
3862,Watch your back!,1,0,1,0,0
3863,Fuck off! I don't care!,1,1,0,0,0
3864,You'll be sorry!,1,0,1,0,0
3865,This crap doesn't work!,1,1,0,0,0
3866,I know where you live!,1,0,1,0,0
3867,Let's discuss this in a civil manner.,0,0,0,0,0
3868,Bloody awful!,1,1,0,0,0
3869,Grateful for the quick response!,0,0,0,0,0
3870,I know where you live!,1,0,1,0,0
3871,Fuck this stupid thing!,1,1,0,0,0
3872,Product works as described.,0,0,0,0,0
3873,Shit! This broke already!,1,1,0,0,0
3874,Amazing experience! Thank you!,0,0,0,0,0
3875,Thank you for sharing your thoughts.,0,0,0,0,0
3876,I respectfully disagree with your opinion.,0,0,0,0,0
3877,Fucking disaster!,1,1,0,0,0
3878,Love love love this!,0,0,0,0,0
3879,Fucking awful experience!,1,1,0,0,0
3880,I respectfully disagree with your opinion.,0,0,0,0,0
3881,This is incredible! Five stars!,0,0,0,0,0
3882,Don't mess with me!,1,0,1,0,0
3883,OMG this is so good!!!,0,0,0,0,0
3884,God damn piece of shit!,1,1,0,0,0
3885,Fucking disaster!,1,1,0,0,0
3886,"Good product, but could be improved.",0,0,0,0,0
3887,This product is amazing! Best purchase ever!,0,0,0,0,0
3888,Hell no! Fuck that!,1,1,0,0,0
3889,Damn this thing!,1,1,0,0,0
3890,I'm coming for you!,1,0,1,0,0
3891,You don't deserve rights!,1,0,0,0,1
3892,Excellent quality! Very impressed!,0,0,0,0,0
3893,Fuck this company!,1,1,0,0,0
3894,Shut up! Nobody cares what you think!,1,0,0,1,0
3895,Wow! Just wow! Amazing!,0,0,0,0,0
3896,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
3897,Awesome! My whole family loves it!,0,0,0,0,0
3898,Thanks for the recommendation!,0,0,0,0,0
3899,Amazing experience! Thank you!,0,0,0,0,0
3900,Your culture is backwards!,1,0,0,0,1
3901,Superb! Couldn't be happier!,0,0,0,0,0
3902,Fucking disaster!,1,1,0,0,0
3903,Bloody awful!,1,1,0,0,0
