id,text,emotion,joy,sadness,anger,fear,surprise
1314,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1315,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1316,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1317,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1318,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1319,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1320,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1321,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1322,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1323,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1324,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1325,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1326,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1327,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1328,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1329,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1330,Panic setting in. Heart racing!,fear,0,0,0,1,0
1331,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1332,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1333,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1334,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1335,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1336,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1337,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1338,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1339,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1340,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1341,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1342,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1343,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1344,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1345,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1346,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1347,Panic setting in. Heart racing!,fear,0,0,0,1,0
1348,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1349,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1350,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1351,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1352,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1353,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1354,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1355,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1356,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1357,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1358,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1359,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1360,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1361,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1362,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1363,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1364,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1365,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1366,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1367,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1368,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1369,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1370,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1371,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1372,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1373,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1374,Panic setting in. Heart racing!,fear,0,0,0,1,0
1375,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1376,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1377,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1378,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1379,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1380,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1381,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1382,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1383,Delighted with the results! So pleased!,joy,1,0,0,0,0
1384,Amazed! What a twist!,surprise,0,0,0,0,1
1385,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1386,Lost something precious. So painful.,sadness,0,1,0,0,0
1387,I'm scared and worried about this 😰,fear,0,0,0,1,0
1388,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1389,Livid! Can't believe this happened!,anger,0,0,1,0,0
1390,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1391,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1392,I'm scared and worried about this 😰,fear,0,0,0,1,0
1393,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1394,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1395,I'm scared and worried about this 😰,fear,0,0,0,1,0
1396,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1397,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1398,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1399,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1400,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1401,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1402,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1403,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1404,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1405,Delighted with the results! So pleased!,joy,1,0,0,0,0
1406,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1407,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1408,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1409,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1410,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1411,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1412,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1413,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1414,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1415,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1416,Delighted with the results! So pleased!,joy,1,0,0,0,0
1417,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1418,Livid! Can't believe this happened!,anger,0,0,1,0,0
1419,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1420,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1421,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1422,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1423,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1424,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1425,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1426,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1427,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1428,Delighted with the results! So pleased!,joy,1,0,0,0,0
1429,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1430,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1431,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1432,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1433,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1434,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1435,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1436,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1437,Livid! Can't believe this happened!,anger,0,0,1,0,0
1438,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1439,I'm scared and worried about this 😰,fear,0,0,0,1,0
1440,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1441,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1442,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1443,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1444,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1445,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1446,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1447,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1448,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1449,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1450,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1451,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1452,Livid! Can't believe this happened!,anger,0,0,1,0,0
1453,Livid! Can't believe this happened!,anger,0,0,1,0,0
1454,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1455,Delighted with the results! So pleased!,joy,1,0,0,0,0
1456,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1457,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1458,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1459,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1460,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1461,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1462,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1463,Delighted with the results! So pleased!,joy,1,0,0,0,0
1464,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1465,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1466,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1467,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1468,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1469,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1470,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1471,Lost something precious. So painful.,sadness,0,1,0,0,0
1472,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1473,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1474,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1475,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1476,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1477,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1478,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1479,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1480,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1481,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1482,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1483,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1484,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1485,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1486,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1487,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1488,I'm scared and worried about this 😰,fear,0,0,0,1,0
1489,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1490,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1491,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1492,Panic setting in. Heart racing!,fear,0,0,0,1,0
1493,Amazed! What a twist!,surprise,0,0,0,0,1
1494,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1495,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1496,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1497,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1498,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1499,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1500,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1501,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1502,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1503,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1504,Livid! Can't believe this happened!,anger,0,0,1,0,0
1505,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1506,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1507,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1508,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1509,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1510,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1511,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1512,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1513,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1514,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1515,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1516,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1517,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1518,Panic setting in. Heart racing!,fear,0,0,0,1,0
1519,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1520,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1521,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1522,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1523,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1524,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1525,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1526,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1527,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1528,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1529,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1530,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1531,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1532,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1533,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1534,Panic setting in. Heart racing!,fear,0,0,0,1,0
1535,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1536,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1537,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1538,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1539,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1540,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1541,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1542,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1543,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1544,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1545,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1546,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1547,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1548,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1549,Lost something precious. So painful.,sadness,0,1,0,0,0
1550,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1551,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1552,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1553,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1554,Panic setting in. Heart racing!,fear,0,0,0,1,0
1555,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1556,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1557,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1558,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1559,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1560,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1561,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1562,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1563,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1564,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1565,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1566,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1567,Lost something precious. So painful.,sadness,0,1,0,0,0
1568,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1569,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1570,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1571,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1572,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1573,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1574,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1575,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1576,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1577,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1578,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1579,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1580,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1581,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1582,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1583,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1584,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1585,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1586,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1587,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1588,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1589,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1590,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1591,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1592,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1593,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1594,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1595,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1596,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1597,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1598,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1599,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1600,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1601,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1602,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1603,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1604,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1605,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1606,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1607,Lost something precious. So painful.,sadness,0,1,0,0,0
1608,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1609,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1610,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1611,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1612,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1613,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1614,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1615,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1616,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1617,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1618,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1619,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1620,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1621,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1622,I'm scared and worried about this 😰,fear,0,0,0,1,0
1623,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1624,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1625,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1626,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1627,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1628,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1629,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1630,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1631,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1632,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1633,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1634,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1635,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1636,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1637,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1638,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1639,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1640,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1641,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1642,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1643,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1644,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1645,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1646,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1647,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1648,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1649,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1650,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1651,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1652,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1653,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1654,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1655,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1656,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1657,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1658,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1659,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1660,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1661,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1662,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1663,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1664,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1665,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1666,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1667,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1668,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1669,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1670,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1671,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1672,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1673,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1674,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1675,Amazed! What a twist!,surprise,0,0,0,0,1
1676,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1677,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1678,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1679,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1680,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1681,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1682,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1683,Delighted with the results! So pleased!,joy,1,0,0,0,0
1684,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1685,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1686,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1687,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1688,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1689,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1690,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1691,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1692,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1693,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1694,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1695,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1696,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1697,Lost something precious. So painful.,sadness,0,1,0,0,0
1698,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1699,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1700,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1701,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1702,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1703,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1704,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1705,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1706,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1707,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1708,Amazed! What a twist!,surprise,0,0,0,0,1
1709,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1710,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1711,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1712,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1713,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1714,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1715,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1716,I'm scared and worried about this 😰,fear,0,0,0,1,0
1717,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1718,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1719,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1720,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1721,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1722,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1723,Lost something precious. So painful.,sadness,0,1,0,0,0
1724,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1725,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1726,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1727,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1728,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1729,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1730,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1731,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1732,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1733,Livid! Can't believe this happened!,anger,0,0,1,0,0
1734,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1735,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1736,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1737,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1738,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1739,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
